classname	gbflux	psfmagr	flag_class	z	RA	DEC	bii
GB6J132355+313313	241	15.684	4	0.016180	200.937595	31.565752	81.6809
GB6J132356+250910	102	17.699	1	1.526730	200.981984	25.142820	82.4441
GB6J132400+573917	42	17.274	4	0.115000	201.003771	57.654545	58.9362
GB6J132405+341801	77	20.262	0	0.000000	201.020293	34.294128	79.9787
GB6J132412+404816	379	20.486	6	0.496000	201.050405	40.803268	74.7483
GB6J132415+453937	48	19.240	1	0.903680	201.061578	45.654171	70.3589
GB6J132415+501628	39	20.501	1	2.375710	201.071391	50.268936	66.0231
GB6J132420+170454	36	21.975	0	0.000000	201.084380	17.073929	77.3934
GB6J132429+474322	247	20.894	1	2.260000	201.122275	47.722397	68.4161
GB6J132433+022647	106	22.345	0	0.000000	201.138697	2.446007	64.0754
GB6J132457+325200	85	17.845	1	1.755020	201.239648	32.862747	80.7561
GB6J132512+112338	62	19.411	1	4.417710	201.302061	11.391620	72.3760
GB6J132513+395610	53	17.534	4	0.075000	201.305680	39.931465	75.4059
GB6J132515+380719	83	20.637	1	1.619110	201.323218	38.120247	76.9132
GB6J132518+210935	122	21.872	0	0.000000	201.327953	21.157023	80.2393
GB6J132518+511950	119	20.443	1	2.606170	201.332674	51.330051	64.9633
GB6J132531+235029	32	21.037	4	0.537400	201.383729	23.839830	81.6346
GB6J132534+001526	46	18.755	4	0.176280	201.393614	0.255956	61.9042
GB6J132535+065121	44	20.700	1	2.493780	201.389394	6.861218	68.1735
GB6J132550+052652	42	17.725	4	0.135490	201.445255	5.414970	66.7974
GB6J132602+065732	45	18.618	1	3.016040	201.509714	6.964393	68.2271
GB6J132612+285112	34	17.846	1	1.299720	201.557336	28.862144	82.1286
GB6J132628+155348	35	21.236	4	0.558680	201.621952	15.895064	76.1323
GB6J132630+515428	180	19.400	0	0.000000	201.634226	51.904366	64.3593
GB6J132638+184549	45	21.008	0	0.000000	201.650648	18.767937	78.3710
GB6J132642+604211	52	22.879	0	0.000000	201.682963	60.705997	55.8920
GB6J132659+171955	57	20.719	1	2.863940	201.746020	17.335550	77.2212
GB6J132701+221036	647	18.694	1	1.398000	201.753573	22.180597	80.5273
GB6J132702+031258	80	18.967	1	2.830050	201.763401	3.219803	64.6201
GB6J132707+083852	43	22.174	0	0.000000	201.774273	8.632172	69.6714
GB6J132712+002407	117	18.874	1	1.061000	201.803584	0.403941	61.9282
GB6J132720+432629	576	19.208	1	2.086420	201.837416	43.441109	72.1430
GB6J132725+500858	274	19.320	1	1.026000	201.854653	50.146996	65.9743
GB6J132735+240720	42	17.854	1	1.199990	201.898213	24.128533	81.3188
GB6J132738+665103	36	21.888	0	0.000000	201.905165	66.847946	49.8917
GB6J132754+122303	305	21.330	4	0.949430	201.977849	12.385881	72.9589
GB6J132800+180706	81	22.396	0	0.000000	202.002110	18.121712	77.6675
GB6J132804+502811	57	18.454	1	1.192460	202.025971	50.469673	65.6336
GB6J132819+521048	33	20.381	0	0.000000	202.085295	52.176323	64.0129
GB6J132839+622139	116	18.758	1	1.218300	202.169023	62.360291	54.2314
GB6J132840+415927	31	19.293	1	1.643590	202.168035	41.993469	73.2998
GB6J132843+510307	30	18.386	1	3.410809	202.187605	51.040470	65.0624
GB6J132848+362042	44	20.511	0	0.000000	202.201209	36.343521	77.8462
GB6J132855+174335	112	20.911	1	1.753200	202.227044	17.722048	77.2258
GB6J132900+105259	112	18.866	1	1.937740	202.255912	10.884666	71.5055
GB6J132904+323007	37	20.916	0	0.000000	202.263093	32.503952	80.2362
GB6J132906+500921	133	20.184	1	2.652190	202.274165	50.157337	65.8708
GB6J132915+480343	111	19.892	4	0.369550	202.317996	48.074570	67.7940
GB6J132935+495607	57	20.369	4	0.722190	202.390652	49.933579	66.0526
GB6J132947+394925	78	20.939	1	2.407530	202.454710	39.825874	75.0122
GB6J132947+534638	33	21.051	4	0.956990	202.446900	53.778599	62.4261
GB6J132953+315417	518	20.008	6	3.788540	202.470260	31.903069	80.3756
GB6J133001+234335	34	22.746	0	0.000000	202.508083	23.721449	80.6472
GB6J133029+241524	32	19.501	6	0.463000	202.610507	24.255970	80.7587
GB6J133030+495431	110	18.775	1	2.865040	202.622452	49.907635	66.0220
GB6J133044+520231	178	22.475	1	0.688000	202.677484	52.037624	64.0213
GB6J133049+164019	35	22.238	0	0.000000	202.701616	16.669466	76.1289
GB6J133054+135115	118	20.283	1	1.664260	202.725520	13.850851	73.8404
GB6J133058+392132	97	21.508	0	0.000000	202.743459	39.354935	75.2628
GB6J133105+313919	48	22.002	0	0.000000	202.776475	31.655241	80.2515
GB6J133117+052129	93	17.192	1	1.782290	202.816358	5.355497	66.2506
GB6J133124+124438	109	20.433	4	0.400410	202.850590	12.745726	72.8419
GB6J133133+171219	114	19.681	6	1.478640	202.889357	17.214060	76.4275
GB6J133154+060836	226	20.425	1	2.533000	202.974572	6.139832	66.9113
GB6J133215+202905	30	19.955	1	1.257870	203.058515	20.473921	78.5471
GB6J133219+294927	187	21.392	0	0.000000	203.085637	29.829441	80.6182
GB6J133230+170558	66	19.157	1	0.609700	203.126092	17.107469	76.1978
GB6J133244+071940	126	16.301	4	0.023380	203.177261	7.327239	67.9109
GB6J133245+472226	333	17.436	1	0.668000	203.188505	47.372959	68.1953
GB6J133252+415340	36	21.962	0	0.000000	203.223095	41.892948	72.9740
GB6J133254+020041	1369	18.259	1	0.215820	203.221965	2.012693	62.9924
GB6J133254+200238	61	22.568	0	0.000000	203.230891	20.049976	78.1584
GB6J133259+043835	48	20.027	0	0.000000	203.248272	4.647275	65.4314
GB6J133303+065232	288	19.816	0	0.000000	203.270831	6.875543	67.4622
GB6J133307+272525	318	20.468	1	2.126000	203.281217	27.421782	80.7349
GB6J133325+473008	35	18.443	1	2.622410	203.354459	47.493168	68.0384
GB6J133335+164838	615	16.116	1	2.084000	203.399091	16.817785	75.8078
GB6J133351+505753	51	19.579	1	1.362000	203.474093	50.959976	64.8426
GB6J133407+295109	56	21.715	0	0.000000	203.531284	29.860296	80.2356
GB6J133411+384638	51	19.370	1	1.713480	203.543901	38.778656	75.3229
GB6J133422+304413	76	18.047	1	1.354990	203.593740	30.736807	79.9419
GB6J133436+563145	107	18.445	1	0.343000	203.656225	56.529957	59.5996
GB6J133438+153644	51	22.083	0	0.000000	203.661203	15.605547	74.7217
GB6J133440+001212	50	20.966	4	0.521290	203.675542	0.188833	61.1249
GB6J133451+312803	34	17.840	1	1.308010	203.707194	31.473351	79.5969
GB6J133506+540705	38	18.240	1	1.725800	203.793054	54.125919	61.8308
GB6J133507+031553	46	20.553	0	0.000000	203.785358	3.272685	63.9565
GB6J133512+025311	144	17.775	1	1.855550	203.799562	2.885949	63.5937
GB6J133524+584401	740	23.070	0	0.000000	203.858027	58.733414	57.4790
GB6J133537+320041	31	19.577	0	0.000000	203.910870	32.012981	79.2263
GB6J133539+111121	55	23.382	0	0.000000	203.914962	11.183321	70.9656
GB6J133542+050055	43	21.667	4	0.769720	203.921785	5.023554	65.5087
GB6J133545+355052	31	16.805	0	0.000000	203.939924	35.859364	77.1524
GB6J133546+042608	45	19.450	0	0.000000	203.932543	4.443276	64.9745
GB6J133549+161112	45	21.311	0	0.000000	203.955474	16.187983	74.9827
GB6J133557+184605	47	17.357	1	1.411830	203.983755	18.767637	76.7900
GB6J133610+473506	49	19.908	1	1.635870	204.048471	47.589294	67.7440
GB6J133616+613453	46	20.176	4	0.976210	204.065151	61.589512	54.7296
GB6J133617+031909	56	15.833	4	0.022880	204.088254	3.330817	63.8924
GB6J133630+031441	111	18.847	1	1.303020	204.130983	3.239848	63.7920
GB6J133641+093101	49	22.533	0	0.000000	204.171281	9.517321	69.4036
GB6J133653+171049	87	18.203	1	1.232930	204.226842	17.177877	75.5298
GB6J133654+530514	47	19.806	1	0.679630	204.224896	53.085438	62.7027
GB6J133657+355903	30	19.749	0	0.000000	204.245453	35.986839	76.8804
GB6J133712+231128	90	18.580	1	1.284490	204.302473	23.191025	78.9255
GB6J133716+653247	128	19.326	1	0.946000	204.316907	65.546204	50.9101
GB6J133728+003521	122	18.739	6	0.299000	204.380708	0.591365	61.2486
GB6J133740+294216	65	17.913	4	0.115470	204.426470	29.706476	79.5104
GB6J133748+144046	43	19.213	1	1.491200	204.454021	14.676086	73.5177
GB6J133749+550109	753	17.924	1	1.099000	204.456854	55.017254	60.8607
GB6J133752+514349	145	20.865	1	3.072103	204.465809	51.727489	63.8925
GB6J133802+161857	53	19.778	0	0.000000	204.509454	16.316952	74.7210
GB6J133812+252131	31	20.323	0	0.000000	204.545503	25.357079	79.3740
GB6J133825+250118	93	19.786	1	2.817980	204.605241	25.023869	79.2464
GB6J133830+092206	62	19.584	0	0.000000	204.636140	9.368293	69.0445
GB6J133833+101405	47	20.226	1	2.226850	204.642577	10.242353	69.7894
GB6J133839+182858	30	20.430	1	0.884080	204.661403	18.481854	76.1178
GB6J133857+430245	60	20.146	1	1.576030	204.738150	43.043087	71.3951
GB6J133900+115329	44	17.840	6	2.299000	204.746046	11.887973	71.1127
GB6J133904+281214	37	20.676	1	0.953960	204.767861	28.211462	79.4022
GB6J133908+323908	36	22.373	0	0.000000	204.790735	32.652115	78.2843
GB6J133916+562357	34	18.933	1	1.423380	204.816241	56.396713	59.5026
GB6J133923+632854	419	19.197	1	2.559970	204.849086	63.482899	52.8157
GB6J133925+305943	30	16.175	0	0.000000	204.852748	30.990786	78.8353
GB6J133950+111135	63	20.241	0	0.000000	204.959850	11.191894	70.4191
GB6J134021+105946	44	19.845	1	2.921140	205.083647	10.998024	70.1904
GB6J134023+282459	33	21.725	0	0.000000	205.096478	28.410681	79.1014
GB6J134023+375458	260	18.443	1	3.113009	205.095649	37.912174	75.1026
GB6J134028+440940	33	18.880	6	0.546000	205.124145	44.167763	70.3105
GB6J134031+091416	70	19.767	0	0.000000	205.134387	9.238233	68.6801
GB6J134035+444801	73	18.396	1	0.065600	205.146661	44.804825	69.7714
GB6J134036+360041	166	22.426	1	0.763000	205.150051	36.007427	76.2917
GB6J134041+300844	77	20.604	1	2.206210	205.174942	30.143005	78.7851
GB6J134103+321430	35	18.945	1	2.139190	205.265479	32.241623	78.0816
GB6J134108+330107	40	21.026	1	1.720000	205.283804	33.019535	77.7529
GB6J134109+430017	113	21.933	0	0.000000	205.290027	43.005535	71.1899
GB6J134114+281617	180	19.853	1	1.275000	205.313688	28.268089	78.9191
GB6J134133+353246	73	18.465	1	0.782220	205.388003	35.547753	76.4045
GB6J134138+551438	34	18.158	6	0.207000	205.400934	55.243866	60.4461
GB6J134139+371653	77	18.012	4	0.175000	205.411091	37.279137	75.3349
GB6J134204+124254	160	21.796	0	0.000000	205.519338	12.713881	71.3364
GB6J134205+370738	32	16.731	1	1.100000	205.499625	37.119484	75.3830
GB6J134209+270936	347	17.720	1	1.185000	205.534902	27.158506	78.7252
GB6J134222+511006	129	19.379	1	2.597940	205.601320	51.170124	64.0931
GB6J134242+050430	1090	17.323	4	0.136480	205.681758	5.075578	64.7872
GB6J134247+542413	30	22.257	0	0.000000	205.698180	54.403641	61.1472
GB6J134252+260538	40	19.532	1	0.766890	205.713973	26.098652	78.4664
GB6J134254+282804	110	18.276	1	1.035340	205.726605	28.468302	78.5447
GB6J134254+403208	124	19.422	1	0.905140	205.720625	40.533779	72.8982
GB6J134257+124849	53	20.346	0	0.000000	205.741968	12.815113	71.2830
GB6J134259+284400	174	17.016	1	0.905000	205.750752	28.735414	78.5035
GB6J134313+430540	45	20.632	1	0.896690	205.799146	43.092999	70.8962
GB6J134321+271915	36	21.626	1	0.138370	205.823121	27.321611	78.4759
GB6J134334+360153	38	19.061	0	0.000000	205.893359	36.028988	75.7928
GB6J134339+195259	59	17.822	0	0.000000	205.913343	19.883812	76.0221
GB6J134343+185510	30	20.491	4	0.614540	205.933170	18.930145	75.4570
