classname	gbflux	psfmagr	flag_class	z	RA	DEC	bii
GB6J032320+173034	34	18.642	0	0.000000	50.852576	17.512043	-32.1183
GB6J032526+142249	39	19.378	0	0.000000	51.353059	14.382611	-34.1580
GB6J032712+170229	33	19.111	0	0.000000	51.800633	17.048641	-31.8784
GB6J032759+004411	186	18.159	1	1.357000	51.996732	0.739649	-43.1854
GB6J032813+051111	47	23.662	0	0.000000	52.061487	5.186434	-40.2127
GB6J032933+132810	44	20.022	0	0.000000	52.384372	13.463439	-34.1568
GB6J033020+183924	53	17.965	0	0.000000	52.590112	18.656527	-30.1734
GB6J033028+072047	60	21.408	0	0.000000	52.619566	7.349281	-38.3314
GB6J033042+043922	33	21.567	0	0.000000	52.682977	4.667962	-40.1022
GB6J033056+134023	37	22.352	0	0.000000	52.736220	13.672791	-33.7699
GB6J033201+173604	121	19.417	0	0.000000	53.008128	17.600489	-30.7010
GB6J033226+045720	45	22.370	0	0.000000	53.111519	4.955209	-39.5923
GB6J033256+062707	48	18.452	0	0.000000	53.231889	6.449860	-38.5006
GB6J033453+080010	358	23.059	1	1.982000	53.722161	8.004015	-37.0871
GB6J033550+073609	32	22.470	0	0.000000	53.965369	7.595137	-37.1892
GB6J033704+091859	42	21.348	0	0.000000	54.263555	9.311423	-35.8010
GB6J033712+082954	131	20.382	0	0.000000	54.303947	8.494517	-36.3316
GB6J033807+154448	57	16.223	0	0.000000	54.528648	15.744684	-31.0737
GB6J034028+045823	32	21.471	0	0.000000	55.103281	4.974550	-38.0848
GB6J034056+154753	71	22.502	0	0.000000	55.232885	15.801172	-30.5629
GB6J034230+072534	31	18.170	0	0.000000	55.629845	7.431112	-36.0762
GB6J034423+155934	313	19.944	1	2.276000	56.096556	15.995381	-29.8429
GB6J034506+145355	517	20.833	1	1.556000	56.276736	14.897097	-30.4976
GB6J034810+084215	207	22.756	0	0.000000	57.043405	8.702464	-34.1855
GB6J034857+163100	30	21.859	0	0.000000	57.234574	16.514626	-28.7037
GB6J035109+144247	31	21.049	0	0.000000	57.797116	14.706643	-29.5774
GB6J035424+044110	444	19.409	0	0.000000	58.600541	4.685355	-35.5773
GB6J035449+142108	31	18.771	0	0.000000	58.714134	14.355734	-29.1728
GB6J035546+052916	54	20.348	0	0.000000	58.947068	5.488589	-34.8069
GB6J035547+150413	51	20.028	0	0.000000	58.952998	15.069999	-28.5163
GB6J035758+003813	55	20.476	0	0.000000	59.491099	0.637051	-37.3033
GB6J035813+154630	57	19.502	0	0.000000	59.551613	15.774416	-27.6137
GB6J035924+143357	55	19.759	0	0.000000	59.839200	14.565866	-28.2296
GB6J040207+140548	48	17.922	0	0.000000	60.525906	14.092506	-28.0533
GB6J040440+130002	55	19.581	0	0.000000	61.173756	13.001843	-28.3019
GB6J040503+143340	54	21.860	0	0.000000	61.264758	14.562568	-27.2060
GB6J040526+152905	36	20.244	0	0.000000	61.356025	15.483098	-26.5278
GB6J040738+001713	40	19.656	1	3.700000	61.902538	0.290628	-35.5250
GB6J041121+005741	79	22.036	0	0.000000	62.842670	0.967732	-34.3668
GB6J041223+061648	36	20.840	0	0.000000	63.090427	6.285652	-31.0625
GB6J041232+001040	155	21.648	1	1.130000	63.139407	0.180139	-34.5620
GB6J041238+043748	233	19.761	1	1.081000	63.159120	4.635015	-31.9914
GB6J041245+063821	182	18.300	0	0.000000	63.190427	6.640111	-30.7696
GB6J041316+212023	34	22.395	0	0.000000	63.320696	21.348221	-21.2044
GB6J041322+165952	80	16.984	0	0.000000	63.343034	16.997528	-24.0957
GB6J041327+190302	56	22.747	0	0.000000	63.366580	19.054127	-22.7147
GB6J041418+151657	66	20.100	0	0.000000	63.572831	15.283324	-25.0504
GB6J041422+143052	52	20.822	0	0.000000	63.594596	14.515109	-25.5319
GB6J041652+010543	74	16.955	6	0.287000	64.218729	1.089977	-33.1590
GB6J041717+050720	40	22.493	0	0.000000	64.319322	5.124179	-30.7688
GB6J041751+044505	30	20.806	0	0.000000	64.469458	4.734611	-30.8751
GB6J041843+054351	57	20.732	0	0.000000	64.677236	5.727311	-30.1262
GB6J041916+054628	52	21.861	0	0.000000	64.827068	5.773358	-29.9785
GB6J041958+080445	78	20.358	0	0.000000	64.996684	8.077379	-28.4739
GB6J042242+003022	55	18.887	0	0.000000	65.674360	0.505789	-32.2662
GB6J042446+003605	879	14.167	6	0.000000	66.195180	0.601760	-31.7770
GB6J042457+080533	163	19.871	1	3.085000	66.240012	8.088152	-27.4799
GB6J042457+163231	53	19.128	0	0.000000	66.235707	16.535849	-22.2835
GB6J042550+011400	47	21.713	0	0.000000	66.459333	1.231667	-31.2124
GB6J042633+184321	107	22.968	0	0.000000	66.638360	18.719259	-20.5936
GB6J042653+182708	69	21.247	0	0.000000	66.722588	18.448004	-20.7061
GB6J042752+084004	63	20.778	0	0.000000	66.967270	8.656135	-26.5638
GB6J042834+173228	175	18.225	1	3.317000	67.148473	17.539888	-20.9719
GB6J042903+091901	53	20.867	0	0.000000	67.260711	9.313681	-25.9406
GB6J042928+181549	130	20.561	0	0.000000	67.371469	18.264496	-20.3484
GB6J042939+085443	40	19.951	0	0.000000	67.416988	8.916651	-26.0513
GB6J043026+085932	47	18.607	0	0.000000	67.611430	9.004004	-25.8447
GB6J043151+083051	136	20.244	0	0.000000	67.961462	8.515838	-25.8514
GB6J043222+072940	47	22.398	0	0.000000	68.086653	7.492120	-26.3460
GB6J043336+005056	35	21.920	0	0.000000	68.399878	0.850576	-29.7853
GB6J043856+095418	163	17.103	0	0.000000	69.741783	9.892521	-23.6210
GB6J044026+004402	94	20.419	0	0.000000	70.109024	0.732360	-28.3982
GB6J044230+001136	185	19.317	0	0.000000	70.625990	0.194181	-28.2385
GB6J044315+003944	52	23.013	0	0.000000	70.817663	0.658272	-27.8333
GB6J044340+111851	65	23.071	0	0.000000	70.922971	11.313658	-21.8501
GB6J044352+111333	73	19.849	0	0.000000	70.962503	11.232728	-21.8656
GB6J044411+104238	403	19.710	0	0.000000	71.051946	10.713137	-22.0949
GB6J044736+112425	38	20.295	1	2.380470	71.903351	11.403384	-21.0142
GB6J044821+122739	50	23.169	0	0.000000	72.091627	12.465386	-20.2505
GB6J044849+112754	365	19.316	1	1.370000	72.210052	11.465112	-20.7328
GB6J044907+112125	794	19.954	1	2.153000	72.281963	11.357949	-20.7365
GB6J045707+004815	58	18.065	0	0.000000	74.277806	0.809416	-24.7900
GB6J051157+011044	513	22.166	0	0.000000	77.990048	1.180397	-21.3960
GB6J051210+000650	52	18.967	0	0.000000	78.050666	0.109185	-21.8736
GB6J051340+010028	368	19.344	1	2.679000	78.416798	1.006012	-21.1123
GB6J061106+645100	55	22.155	0	0.000000	92.779434	64.852561	20.2777
GB6J063432+641748	47	17.470	0	0.000000	98.640704	64.294716	22.4862
GB6J063749+651520	45	19.914	0	0.000000	99.449515	65.260864	23.0779
GB6J064257+655723	45	20.402	0	0.000000	100.755465	65.956627	23.7727
GB6J065352+643810	124	23.071	0	0.000000	103.473910	64.637176	24.5900
GB6J065403+650557	79	21.809	0	0.000000	103.516002	65.098473	24.7013
GB6J065943+655532	37	22.627	0	0.000000	104.922838	65.928467	25.4295
GB6J070503+664133	66	19.362	0	0.000000	106.266882	66.693832	26.0852
GB6J070705+654001	47	22.065	0	0.000000	106.771681	65.667587	26.1357
GB6J070749+662717	40	21.783	0	0.000000	106.957118	66.460114	26.3234
GB6J070812+395228	30	19.597	0	0.000000	107.071652	39.879601	20.0312
GB6J071551+403022	38	21.988	0	0.000000	108.965392	40.507736	21.6023
GB6J071702+392625	37	22.180	0	0.000000	109.266329	39.432629	21.4898
GB6J071804+665156	181	19.508	0	0.000000	109.523470	66.864815	27.3802
GB6J072028+370647	36	18.067	4	0.120000	110.119901	37.113148	21.3972
GB6J072201+372235	302	17.813	1	1.630000	110.505252	37.374622	21.7708
GB6J072257+360624	66	20.277	0	0.000000	110.739169	36.105537	21.5479
GB6J072604+391211	162	22.167	0	0.000000	111.519742	39.206482	23.0838
GB6J072622+412438	120	19.154	1	1.801720	111.593428	41.412128	23.7642
GB6J072732+405200	39	21.965	0	0.000000	111.887262	40.869488	23.8268
GB6J072805+404641	34	21.122	1	2.068910	112.021179	40.777958	23.8989
GB6J072845+364951	31	20.516	0	0.000000	112.184036	36.827366	22.8766
GB6J072945+402622	41	19.337	0	0.000000	112.439733	40.440708	24.1114
GB6J073048+430124	30	22.576	0	0.000000	112.700529	43.017406	24.9799
GB6J073049+305608	37	20.862	0	0.000000	112.705085	30.934338	21.4038
GB6J073051+404954	473	18.967	1	2.501000	112.713955	40.830784	24.4178
GB6J073126+671843	226	18.290	0	0.000000	112.855832	67.313080	28.7043
GB6J073135+410021	73	18.456	1	1.316000	112.890580	41.005234	24.5931
GB6J073151+280432	47	18.095	6	0.248000	112.969673	28.075796	20.6373
GB6J073220+455040	102	22.147	1	1.597280	113.083113	45.844486	25.9246
GB6J073247+384100	97	21.181	1	0.604920	113.200364	38.681915	24.1860
GB6J073255+254842	308	18.556	1	1.443000	113.234482	25.810759	20.0491
GB6J073321+390503	100	18.303	1	0.663750	113.336835	39.084759	24.4003
GB6J073328+351532	70	17.616	6	0.177000	113.373249	35.261860	23.3189
GB6J073417+652808	67	19.367	0	0.000000	113.575165	65.467407	28.9162
GB6J073459+250516	36	18.915	1	3.283020	113.745411	25.081972	20.2141
GB6J073502+475011	511	17.318	1	0.782000	113.759637	47.835674	26.8051
GB6J073520+342607	32	19.762	0	0.000000	113.832049	34.433994	23.4256
GB6J073601+474425	89	20.480	1	2.262010	114.004369	47.739998	26.9468
GB6J073613+295435	458	22.561	0	0.000000	114.056933	29.906166	22.1579
GB6J073622+651304	72	18.191	0	0.000000	114.088747	65.220001	29.1200
GB6J073631+284032	82	20.077	1	3.625598	114.129990	28.676899	21.8032
GB6J073658+260449	288	18.066	1	0.997000	114.241977	26.080524	20.9915
GB6J073710+422219	42	20.827	1	0.932150	114.301908	42.367046	25.9590
GB6J073754+265135	71	20.566	1	1.646530	114.479063	26.863184	21.4664
GB6J073815+393646	47	18.857	1	0.770100	114.562418	39.618999	25.4568
GB6J073825+294609	36	21.929	0	0.000000	114.609947	29.774767	22.5667
GB6J073845+653755	52	20.361	0	0.000000	114.687088	65.629356	29.3818
GB6J073933+495449	55	17.900	1	0.061000	114.895205	49.910770	27.9278
GB6J073958+310426	44	22.752	0	0.000000	114.994133	31.077032	23.3040
GB6J074033+285247	169	19.275	1	0.711000	115.139766	28.879797	22.7048
GB6J074038+252555	32	18.555	0	0.000000	115.156223	25.437366	21.5324
GB6J074051+401823	46	20.965	1	2.310420	115.216184	40.302807	26.1161
GB6J074052+671902	282	19.570	0	0.000000	115.222500	67.318954	29.6169
GB6J074104+320611	47	17.981	4	0.179000	115.274777	32.095593	23.8523
GB6J074109+311204	2623	16.765	1	0.631000	115.294604	31.200064	23.5870
GB6J074127+255739	38	19.318	1	2.754000	115.373926	25.958963	21.9001
GB6J074133+383821	45	21.462	0	0.000000	115.397365	38.638599	25.8255
GB6J074159+454612	43	20.104	1	2.713710	115.496542	45.770077	27.5518
GB6J074203+490018	340	21.818	6	0.000000	115.511463	49.004337	28.1665
GB6J074235+421500	145	20.916	0	0.000000	115.646167	42.250183	26.8974
GB6J074237+394422	123	20.150	1	2.205000	115.655780	39.743229	26.3020
GB6J074240+374334	37	18.684	1	0.806000	115.675778	37.733906	25.7977
GB6J074249+262227	32	18.525	0	0.000000	115.717506	26.377125	22.3349
GB6J074308+394108	416	18.469	1	1.704480	115.791192	39.691887	26.3900
GB6J074344+232833	196	17.733	1	0.776000	115.937384	23.477501	21.4921
GB6J074352+505345	64	20.115	0	0.000000	115.975035	50.896843	28.7655
GB6J074409+411708	60	18.133	1	1.456850	116.043699	41.292652	26.9636
GB6J074411+295908	91	18.329	1	1.697100	116.050215	29.985251	23.8159
GB6J074417+320800	63	19.280	1	1.051420	116.071930	32.134945	24.5067
GB6J074445+211956	51	20.161	1	2.500220	116.196993	21.333450	20.9239
GB6J074521+415726	33	19.200	1	2.847620	116.334200	41.957050	27.3277
GB6J074523+401315	31	20.353	1	1.109580	116.342060	40.223721	26.9297
GB6J074530+505259	45	20.201	0	0.000000	116.399903	50.865200	29.0260
GB6J074542+314255	941	15.752	1	0.460880	116.423628	31.715727	24.6628
GB6J074558+222702	33	19.058	6	0.351600	116.496606	22.447474	21.5953
GB6J074559+331333	119	18.640	1	0.610000	116.497193	33.226147	25.1755
GB6J074617+180726	147	20.760	1	0.746420	116.569454	18.122128	20.0173
GB6J074625+254906	476	19.497	1	2.979000	116.607814	25.817263	22.8914
GB6J074641+273454	421	21.413	1	1.700640	116.668474	27.583071	23.5420
GB6J074729+363110	127	21.852	0	0.000000	116.874540	36.517067	26.3953
GB6J074730+492042	69	18.150	1	1.710270	116.873517	49.339645	29.0997
GB6J074810+300634	148	18.604	4	0.042090	117.039450	30.108482	24.6670
GB6J074836+240021	1263	18.610	1	0.409000	117.150458	24.006708	22.7184
GB6J074842+173500	47	18.789	1	1.087190	117.174045	17.582384	20.3351
GB6J074904+451027	113	16.790	1	0.192000	117.277115	45.176075	28.6613
GB6J074909+474817	58	18.923	1	1.569970	117.293057	47.801113	29.1312
GB6J074910+481659	30	23.482	0	0.000000	117.295740	48.290497	29.2114
GB6J074913+231310	35	18.178	4	0.175000	117.308456	23.221361	22.5734
GB6J074915+351635	32	19.878	1	2.268170	117.323456	35.276081	26.4116
GB6J074942+265917	33	22.840	0	0.000000	117.417948	26.989696	23.9720
GB6J074956+310748	74	20.314	0	0.000000	117.491934	31.131518	25.3531
GB6J074957+500335	34	22.100	4	0.646730	117.504894	50.057758	29.6083
GB6J075000+182311	309	19.653	1	1.161000	117.501375	18.386501	20.9354
GB6J075002+304021	45	21.223	0	0.000000	117.526653	30.672230	25.2414
GB6J075002+443405	32	23.032	0	0.000000	117.497420	44.566914	28.6996
GB6J075009+501505	229	19.403	1	2.097550	117.534757	50.251892	29.6539
GB6J075010+671945	51	19.615	0	0.000000	117.539083	67.330238	30.5095
GB6J075019+363007	81	18.917	1	2.029720	117.581442	36.500797	26.9392
GB6J075020+481458	902	18.413	1	1.957000	117.585161	48.248211	29.3950
GB6J075038+654114	52	17.671	1	0.748950	117.643461	65.690376	30.6003
GB6J075039+192003	124	18.316	1	1.924000	117.666386	19.329811	21.4421
GB6J075046+210657	31	22.276	0	0.000000	117.700224	21.110409	22.1411
GB6J075055+413050	34	21.916	0	0.000000	117.730028	41.515385	28.2462
GB6J075111+405303	33	22.579	0	0.000000	117.790460	40.887504	28.1535
GB6J075137+265719	140	20.072	1	0.702340	117.904694	26.952229	24.3687
GB6J075141+225817	102	21.586	0	0.000000	117.921618	22.967472	23.0089
GB6J075144+411538	168	19.186	4	0.428990	117.938139	41.259968	28.3435
GB6J075151+335532	51	20.305	1	2.057890	117.957638	33.921501	26.5405
GB6J075153+331331	444	19.625	1	1.938000	117.973638	33.222168	26.3567
GB6J075156+522309	45	20.439	1	0.188700	117.988852	52.385883	30.1972
GB6J075221+353044	54	20.672	1	1.833670	118.090675	35.514664	27.0780
GB6J075232+210014	159	22.318	0	0.000000	118.135328	20.999685	22.4773
GB6J075240+373020	218	20.508	1	0.440000	118.170447	37.506752	27.6492
GB6J075301+535301	964	17.899	6	0.000000	118.255770	53.883232	30.5059
GB6J075303+423131	450	17.630	1	3.594144	118.263910	42.525211	28.8446
GB6J075306+431926	33	20.048	4	0.559140	118.274395	43.323563	29.0098
GB6J075310+152901	39	19.969	4	0.416810	118.292113	15.474934	20.4819
GB6J075311+151024	82	20.579	0	0.000000	118.299085	15.169955	20.3653
GB6J075353+214607	115	21.108	0	0.000000	118.472050	21.767151	23.0505
GB6J075407+533055	38	18.812	1	1.651570	118.532802	53.513073	30.6358
GB6J075419+251044	78	22.630	0	0.000000	118.581497	25.176319	24.3450
GB6J075436+253346	94	22.497	0	0.000000	118.647530	25.560371	24.5313
GB6J075437+352000	90	22.081	0	0.000000	118.655305	35.335556	27.4749
GB6J075445+482339	231	17.009	6	3.227290	118.690302	48.397431	30.1438
GB6J075449+303352	114	17.378	1	0.796000	118.703570	30.565283	26.1742
GB6J075510+363150	30	21.540	0	0.000000	118.783708	36.528595	27.8805
GB6J075529+232919	81	20.577	1	3.688915	118.870511	23.490469	24.0096
GB6J075537+292046	30	18.604	1	0.505190	118.897598	29.346500	25.9639
GB6J075600+260915	31	23.479	0	0.000000	118.999680	26.153023	25.0281
GB6J075626+132527	225	19.480	1	0.478930	119.110193	13.428122	20.3736
GB6J075628+371504	212	20.170	1	2.517150	119.117710	37.248791	28.3163
GB6J075647+445902	94	22.141	0	0.000000	119.198070	44.981976	29.9616
GB6J075658+515105	186	20.031	1	1.327220	119.248109	51.850067	30.9108
GB6J075704+364839	149	21.014	0	0.000000	119.266005	36.809635	28.3248
GB6J075716+353826	62	22.060	0	0.000000	119.325192	35.637409	28.0797
GB6J075731+284456	89	21.664	0	0.000000	119.374080	28.747417	26.1750
GB6J075738+252814	151	20.498	1	2.075420	119.408648	25.470207	25.1480
GB6J075804+173906	75	19.565	1	1.987300	119.526980	17.659605	22.4307
GB6J075809+415106	32	20.252	1	2.222900	119.546943	41.854107	29.6437
GB6J075822+115518	106	23.466	0	0.000000	119.590273	11.918004	20.1727
GB6J075835+210125	50	20.773	0	0.000000	119.646313	21.020981	23.7972
GB6J075837+135756	88	17.798	1	2.203930	119.656784	13.959375	21.0756
GB6J075846+270504	46	17.925	4	0.099000	119.695816	27.087656	25.9213
GB6J075857+130906	31	22.806	0	0.000000	119.729555	13.143934	20.8058
GB6J075924+180522	68	17.429	4	0.105880	119.858480	18.093000	22.8885
GB6J075927+301029	138	17.626	1	0.999920	119.867857	30.174541	27.0168
GB6J075934+252918	34	21.606	1	1.274460	119.895552	25.488687	25.5686
GB6J075941+185545	35	21.712	0	0.000000	119.938738	18.936459	23.2794
GB6J075956+484150	80	22.259	0	0.000000	119.983606	48.697842	31.0319
GB6J080011+331445	30	20.634	0	0.000000	120.046248	33.241100	28.0281
GB6J080012+303143	52	21.208	1	2.469830	120.046663	30.529974	27.2687
GB6J080018+164548	53	18.449	6	0.308000	120.078306	16.765860	22.5688
GB6J080018+370305	51	18.127	1	0.813960	120.073085	37.049866	29.0087
GB6J080034+485416	129	21.045	1	2.133130	120.143223	48.906670	31.1612
GB6J080036+501047	63	16.891	1	1.613000	120.150061	50.178966	31.3065
GB6J080054+450042	39	20.345	1	2.362980	120.227580	45.013798	30.6852
GB6J080117+521235	43	22.980	0	0.000000	120.322595	52.208347	31.6012
GB6J080128+545500	37	21.693	1	3.984550	120.370202	54.919918	31.8068
GB6J080132+473624	65	16.157	1	0.158300	120.383191	47.604462	31.1601
GB6J080137+663910	148	20.973	0	0.000000	120.401588	66.652756	31.6653
GB6J080210+260227	52	20.149	0	0.000000	120.538874	26.035959	26.2956
GB6J080220+303606	42	18.880	1	1.640210	120.585465	30.595278	27.7316
GB6J080236+492318	39	19.751	4	0.590410	120.658379	49.379246	31.5489
GB6J080240+250922	285	19.945	1	1.667980	120.673285	25.153030	26.1207
GB6J080244+525546	120	19.524	1	2.014270	120.683298	52.928902	31.8731
GB6J080247+181004	457	20.649	1	1.586000	120.700135	18.163685	23.6549
GB6J080249+273038	46	21.287	0	0.000000	120.704541	27.511776	26.9058
GB6J080306+203816	75	19.958	1	2.670760	120.777798	20.641478	24.6442
GB6J080318+393307	45	20.794	0	0.000000	120.835605	39.551205	30.1418
GB6J080331+665935	116	22.790	0	0.000000	120.879150	67.001121	31.8237
GB6J080346+655424	55	18.148	1	1.570000	120.948157	65.909256	31.9421
GB6J080402+303506	81	19.010	1	0.958720	121.013203	30.587227	28.0821
GB6J080408+101214	88	18.211	1	1.210100	121.031585	10.203679	20.7292
GB6J080408+131356	81	19.366	1	1.978760	121.034303	13.232147	22.0001
GB6J080429+441634	53	23.613	0	0.000000	121.125340	44.274559	31.2015
GB6J080434+155746	35	17.966	4	0.178150	121.151776	15.962875	23.2017
GB6J080435+424111	30	19.862	1	1.439890	121.150002	42.687412	30.9619
GB6J080458+543204	83	20.203	0	0.000000	121.246905	54.532726	32.2945
GB6J080508+112150	121	17.501	1	0.948530	121.285443	11.365888	21.4479
GB6J080519+173310	44	19.510	1	0.732340	121.331506	17.555044	23.9782
GB6J080520+164748	52	17.973	4	0.105610	121.334208	16.795472	23.6880
GB6J080534+095840	52	23.050	0	0.000000	121.391058	9.974154	20.9509
GB6J080542+161347	73	17.330	4	0.100020	121.429553	16.232237	23.5528
GB6J080613+374010	48	20.539	0	0.000000	121.556511	37.668362	30.2968
GB6J080631+210301	51	21.678	0	0.000000	121.627335	21.047058	25.5309
GB6J080634+450439	424	19.621	1	2.102000	121.639466	45.075634	31.6809
GB6J080700+164605	42	20.658	0	0.000000	121.753893	16.762552	24.0457
GB6J080700+511740	228	18.055	1	1.136000	121.754222	51.294075	32.4156
GB6J080711+131741	36	20.143	1	3.716772	121.794791	13.294296	22.7008
GB6J080721+331346	38	19.857	0	0.000000	121.840124	33.216953	29.4697
GB6J080738+135217	234	18.204	1	1.209840	121.910434	13.871491	23.0385
GB6J080750+645225	37	22.605	0	0.000000	121.960974	64.869629	32.4462
GB6J080756+070841	148	20.461	0	0.000000	121.986508	7.144497	20.2469
GB6J080807+091800	61	19.182	1	1.116870	122.031455	9.301544	21.2315
GB6J080818+125419	66	18.004	1	1.325000	122.088390	12.896682	22.7985
GB6J080837+264631	263	20.811	4	0.543620	122.153206	26.776882	27.9019
GB6J080839+495033	1315	18.621	1	1.432000	122.165280	49.843479	32.5647
GB6J080848+272133	57	19.596	1	1.346870	122.203030	27.359812	28.1238
GB6J080855+405252	690	18.934	1	1.418000	122.236047	40.879135	31.4452
GB6J080923+425521	31	20.295	0	0.000000	122.349758	42.919598	31.8682
GB6J080937+345534	157	17.045	6	0.083000	122.412028	34.927013	30.3494
GB6J080941+534116	202	20.422	1	2.133000	122.423887	53.690304	32.9510
GB6J080941+655224	39	20.189	0	0.000000	122.426620	65.871132	32.5470
GB6J080949+521856	184	15.446	6	0.138000	122.454958	52.316181	32.9105
GB6J080953+190638	36	19.709	0	0.000000	122.474813	19.104797	25.5667
GB6J081012+370521	56	20.687	1	2.893420	122.554822	37.092731	30.9481
GB6J081020+663447	39	22.049	0	0.000000	122.590985	66.574211	32.5378
GB6J081025+101050	141	17.539	1	2.501680	122.610097	10.178056	22.1230
GB6J081032+433508	166	20.863	1	2.165630	122.637534	43.585957	32.1754
GB6J081041+081001	111	19.683	0	0.000000	122.672367	8.166752	21.3078
GB6J081058+413359	182	19.531	1	0.507000	122.745810	41.567444	31.9410
GB6J081100+571414	375	17.827	1	0.611000	122.752533	57.236805	33.1839
GB6J081108+453352	127	18.890	1	1.017000	122.786579	45.563599	32.5444
GB6J081139+060046	35	20.680	4	0.488750	122.915468	6.007644	20.5644
GB6J081155+255954	54	22.198	0	0.000000	122.979126	25.998325	28.3620
GB6J081203+404117	93	21.746	0	0.000000	123.012614	40.685612	31.9904
GB6J081210+162845	70	22.354	0	0.000000	123.038778	16.489586	25.0755
GB6J081225+114156	32	19.849	6	0.002170	123.108373	11.699582	23.2093
GB6J081237+071147	102	19.682	0	0.000000	123.157640	7.200203	21.3129
GB6J081243+440747	38	20.022	4	0.296060	123.184919	44.129494	32.6418
GB6J081245+650843	35	18.203	6	0.000000	123.170142	65.153091	32.9280
GB6J081247+252242	101	18.743	1	1.807860	123.199110	25.378348	28.3546
GB6J081301+121253	35	21.276	0	0.000000	123.252697	12.215294	23.5523
GB6J081301+332100	46	19.856	1	1.692730	123.257303	33.354134	30.6510
GB6J081303+254215	393	18.804	1	2.024000	123.266001	25.703079	28.5145
GB6J081310+131622	41	19.402	1	3.266462	123.295055	13.274845	24.0257
GB6J081326+230347	88	21.252	0	0.000000	123.358312	23.061951	27.7347
GB6J081346+150307	51	19.604	0	0.000000	123.446073	15.050379	24.8732
GB6J081346+243558	422	19.838	0	0.000000	123.446431	24.599781	28.3176
GB6J081409+323734	194	18.675	1	0.844000	123.538428	32.625546	30.6996
GB6J081415+205923	80	21.656	0	0.000000	123.566480	20.988800	27.2027
GB6J081425+365729	33	21.690	0	0.000000	123.601770	36.961708	31.7379
GB6J081434+560948	43	18.124	1	0.509110	123.633814	56.165745	33.6781
GB6J081436+282111	41	20.293	1	1.180960	123.656788	28.357723	29.6476
GB6J081437+172218	50	18.829	4	0.179190	123.658290	17.368973	25.9596
GB6J081502+380125	34	21.073	1	0.422610	123.768497	38.027210	32.0799
GB6J081526+363505	994	18.474	1	1.028000	123.858104	36.587540	31.8616
GB6J081528+095440	91	20.066	1	1.697150	123.872795	9.911304	23.1326
GB6J081528+385844	36	22.922	0	0.000000	123.869605	38.979309	32.3362
GB6J081534+295028	50	19.150	4	0.330990	123.901849	29.839441	30.2701
GB6J081549+190521	75	19.547	0	0.000000	123.954105	19.091810	26.8620
GB6J081554+281854	57	21.366	0	0.000000	123.986778	28.314970	29.9134
GB6J081557+100655	32	20.103	1	3.364819	123.992958	10.124938	23.3310
GB6J081609+490956	47	17.915	6	0.000000	124.039908	49.167900	33.7287
GB6J081627+045835	47	16.960	0	0.000000	124.114037	4.979856	21.1615
GB6J081638+524434	37	18.830	1	1.514370	124.164848	52.741680	33.9656
GB6J081705+195836	175	19.899	1	5.154610	124.272895	19.978592	27.4628
GB6J081710+235225	147	18.960	1	1.730860	124.293952	23.873320	28.8131
GB6J081721+402710	31	19.682	1	0.713330	124.343891	40.454678	32.9489
GB6J081723+404955	87	21.051	0	0.000000	124.344492	40.828587	33.0090
GB6J081728+322709	581	21.874	0	0.000000	124.368940	32.450813	31.3347
GB6J081732+381528	65	18.379	0	0.000000	124.377465	38.257004	32.5937
GB6J081741+162143	31	22.629	0	0.000000	124.414530	16.363762	26.2444
GB6J081816+422248	1866	18.110	6	0.530000	124.566665	42.379280	33.4021
GB6J081823+475435	120	23.529	0	0.000000	124.593644	47.909668	34.0066
GB6J081825+281355	57	17.584	6	0.226000	124.613972	28.234106	30.4195
GB6J081845+062529	33	23.672	0	0.000000	124.705653	6.419369	22.3390
GB6J081855+051747	210	19.109	0	0.000000	124.734321	5.293686	21.8544
GB6J081902+322642	209	20.383	1	2.017000	124.759727	32.443680	31.6527
GB6J081911+015021	90	21.522	0	0.000000	124.795089	1.843579	20.3019
GB6J081919+274730	158	18.909	6	2.181730	124.828591	27.791866	30.4744
GB6J081925+403746	90	18.859	6	0.389000	124.857931	40.628861	33.3622
GB6J082013+112542	32	21.377	1	3.502748	125.055685	11.435061	24.8314
GB6J082021+363953	149	18.857	6	0.595700	125.084124	36.667915	32.8415
GB6J082022+385033	30	19.083	0	0.000000	125.094137	38.840515	33.2494
GB6J082039+243523	35	19.251	1	2.544560	125.170613	24.594246	29.8015
GB6J082041+544440	44	20.615	1	1.670940	125.182643	54.742321	34.5746
GB6J082052+235322	38	18.150	6	0.402000	125.213327	23.895899	29.6158
GB6J082054+100622	64	18.558	1	0.954460	125.228376	10.102609	24.4209
GB6J082106+310756	161	17.062	1	2.537410	125.281735	31.130884	31.7574
GB6J082114+303710	35	21.547	4	0.998730	125.310030	30.622961	31.6513
GB6J082138+053540	43	20.614	0	0.000000	125.406917	5.595389	22.5879
GB6J082154+285746	209	19.984	1	2.796930	125.475282	28.960991	31.3485
GB6J082154+503136	53	17.816	1	2.133000	125.474267	50.522358	34.7185
GB6J082202+330055	39	22.043	0	0.000000	125.508528	33.012402	32.3996
GB6J082206+470516	96	18.673	5	0.127000	125.539785	47.098022	34.5851
GB6J082231+231239	36	17.708	1	0.653160	125.631380	23.197807	29.7521
GB6J082232+080501	192	19.546	0	0.000000	125.638132	8.081540	23.9075
GB6J082245+041819	61	16.317	4	0.028780	125.673695	4.327896	22.2418
